"Account Name","Opportunity Name","Fiscal Period","Next Step","Type","Deal Velocity","Monthly Deal Value (Gross Profit)","Age","Appraisal Start Date","Stage","Lead Source","Annual Revenue","Industry","Contact: Title","Close Date","Opportunity Owner","Lead Source Category"
"Lalo Tequila","Lalo Tequila","Q4-2021","","Rapid Growth Brands - New Business","132.00","10209","132.0000000000","","Closed Won","Referral Partner","","Food/Beverage","","10/13/2021","Jake Mehani","Channel Partner"
"Skechers","Sketchers","Q4-2021","","Rapid Growth Brands - New Business","142.00","1000","142.0000000000","","Disqualified","Referral Partner","5711788000","Apparel","","10/31/2021","Jake Mehani","Channel Partner"
"Naked Wolfe","Naked Wolfe","Q4-2021","","Rapid Growth Brands - New Business","15.00","1000","15.0000000000","9/22/2021 10:30 AM","Disqualified","Website","","Accessories","Director","10/1/2021","Jake Mehani","Inbound"
"Cambridge Satchel Company Ltd","Cambridge Satchel","Q4-2021","","Rapid Growth Brands - New Business","100.00","23000","100.0000000000","","Closed Lost","Employee Referral","50000000","Retail","","10/27/2021","Jake Mehani","Outbound"
"21Seeds","21 Seeds Tequila - Influencer","Q4-2021","","Rapid Growth Brands - New Business","157.00","7500","157.0000000000","","Disqualified","SDR Nurture","","Food/Beverage","Co-Founder","10/4/2021","Jake Mehani","Outbound"
"SkinIntegra","SkinIntegra-","Q4-2021","","Rapid Growth Brands - New Business","7.00","1000","7.0000000000","","Disqualified","Clutch","","Beauty","","10/21/2021","Jenny Silva","Inbound"
"MyFitnessPal","MyFitnessPal (PR)","Q4-2021","","Brand Strategy - New Business","29.00","20000","29.0000000000","9/15/2021 12:52 PM","Closed Lost","Current Client","128000000","Fitness","","10/14/2021","Kira Tirshfield","Channel Partner"
"Reparté","Reparté","Q4-2021","","Brand Strategy - New Business","110.00","17417","110.0000000000","","AE Nurture","Referral Partner","","Food/Beverage","","10/31/2021","Kira Tirshfield","Channel Partner"
"noops, Inc.","Noops-","Q4-2021","","Brand Strategy - New Business","179.00","1000","179.0000000000","","Disqualified","Referral Partner","2100000","Food/Beverage","Chief of Staff","10/31/2021","Kira Tirshfield","Channel Partner"
"Sylvia P","Sylvia P-","Q4-2021","","Brand Strategy - New Business","7.00","10000","7.0000000000","","Disqualified","Covet - Website Lead","17925000","Apparel","Digital Marketing Coordinator","10/14/2021","Kira Tirshfield","Inbound"
"Zero Acre Farms","Zero Acre Farms-","Q4-2021","","Brand Strategy - New Business","7.00","10000","7.0000000000","","AE Nurture","Covet - Website Lead","","Food/Beverage","","10/14/2021","Kira Tirshfield","Inbound"
"August Uncommon Tea","August Uncommon Tea","Q4-2021","","Brand Strategy - New Business","9.00","1000","9.0000000000","","Disqualified","Covet - Website Lead","1000000","Food/Beverage","Co-founder","10/6/2021","Kira Tirshfield","Inbound"
"Rancho La Gloria","Rancho La Gloria","Q4-2021","","Brand Strategy - New Business","9.00","13671","9.0000000000","","Closed Won","Website","","Hospitality","","10/13/2021","Kira Tirshfield","Inbound"
"Be Everything","Be Everything-","Q4-2021","","Brand Strategy - New Business","12.00","1000","12.0000000000","","Disqualified","Website","","Apparel","","10/6/2021","Kira Tirshfield","Inbound"
"Osmia Organics","Osmia Organics-","Q4-2021","","Brand Strategy - New Business","16.00","10000","16.0000000000","","Disqualified","Covet - Website Lead","10000000","Health, Wellness and Fitness","CEO","10/14/2021","Kira Tirshfield","Inbound"
"Delic Corp","Delic Corp-","Q4-2021","","Brand Strategy - New Business","19.00","20000","19.0000000000","","Disqualified","Covet - Website Lead","","Health/Wellness","Communications Director","10/19/2021","Kira Tirshfield","Inbound"
"Alkaline Herb Shop","Alkaline Herb Shop-","Q4-2021","","Brand Strategy - New Business","21.00","1000","21.0000000000","","Disqualified","Covet - Website Lead","","Health/Wellness","","10/6/2021","Kira Tirshfield","Inbound"
"MPL Brands","Rancho La Gloria","Q4-2021","","Brand Strategy - New Business","25.00","15000","25.0000000000","","Closed Won","Covet - Website Lead","18467000","Food/Beverage","","10/31/2021","Kira Tirshfield","Inbound"
"Project Reef","Project Reef","Q4-2021","","Brand Strategy - New Business","35.00","10000","35.0000000000","9/29/2021 12:18 PM","Closed Won","Covet - Website Lead","","Beauty","Founder, Project Reef","10/29/2021","Kira Tirshfield","Inbound"
"Ritual Meals","Ritual Meals-","Q4-2021","","Brand Strategy - New Business","166.00","1000","166.0000000000","","Disqualified","Covet - Website Lead","","Food/Beverage","CEO & Co-Founder","10/31/2021","Kira Tirshfield","Inbound"
"MPL Brands","MPL Brands","Q4-2021","","Commercial Velocity - New Business","324.00","10000","324.0000000000","","Closed Won","Website","18467000","Food/Beverage","","10/15/2021","Kira Tirshfield","Inbound"
"The Pioneer Woman","Under the Canopy","Q4-2021","","Brand Strategy - New Business","389.00","9413","389.0000000000","","Closed Lost","Covet - Website Lead","1000000","Health/Wellness","","10/31/2021","Kira Tirshfield","Inbound"
"MotherBar","MotherBar","Q4-2021","","Brand Strategy - New Business","42.00","1000","42.0000000000","","AE Nurture","","","","","10/1/2021","Kira Tirshfield","Other"
"Togeth3r","Togeth3r","Q4-2021","","Brand Strategy - New Business","0.00","22320","0.0000000000","","Closed Won","Employee Referral","","","","10/13/2021","Kira Tirshfield","Outbound"
"Instagram","biom","Q4-2021","","Brand Strategy - New Business","52.00","12941","52.0000000000","","Closed Won","Employee Referral","20000000000","Software/Technology","","10/11/2021","Kira Tirshfield","Outbound"
"EBOOST","EBOOST-","Q4-2021","","Brand Strategy - New Business","156.00","1000","156.0000000000","","AE Nurture","SDR Outbound","6954000","Health/Wellness","Founder","10/31/2021","Kira Tirshfield","Outbound"
"Basile Built","Basile Built-","Q4-2021","","Brand Strategy - New Business","241.00","10000","241.0000000000","","SDR Nurture","Employee Referral","","Real Estate","Principal and Lead Designer","10/31/2021","Kira Tirshfield","Outbound"
"VAT IT","VAT IT","Q4-2021","Austin working on projections to send next week","Rapid Growth Brands - New Business","42.00","32597","42.0000000000","9/28/2021 11:33 AM","Closed Won","Current Client","10000000","Business Finance","","10/14/2021","Matt Levitt","Channel Partner"
"BestOdds","Stram Entertainment-","Q4-2021","","Rapid Growth Brands - New Business","18.00","1000","18.0000000000","9/27/2021 3:15 PM","Disqualified","Website","","Consumer Finance","Co-Founder","10/1/2021","Matt Levitt","Inbound"
"Cutera, Inc.","Cutera-","Q4-2021","","Rapid Growth Brands - New Business","41.00","1000","146.0000000000","","Reschedule","Covet - Website Lead","197332000","Health/Wellness","","10/31/2021","Matt Levitt","Inbound"
"Rafay","Rafay Systems-","Q4-2021","","Rapid Growth Brands - New Business","76.00","7497","76.0000000000","9/13/2021 9:43 PM","AE Nurture","Website","5000000","Software/Technology","Senior Vice President of Marketing","10/31/2021","Matt Levitt","Inbound"
"Teamflow","Teamflow-","Q4-2021","Scope might be changing bc of team member fired","Rapid Growth Brands - New Business","20.00","20533","20.0000000000","","Closed Won","Employee Referral","1261000","Software/Technology","","10/4/2021","Matt Levitt","Outbound"
"Alfred","Alfred-","Q4-2021","Waiting on signature from COO","Rapid Growth Brands - New Business","45.00","12893","45.0000000000","8/25/2021 7:21 AM","Closed Won","Employee Referral","25429000","Software/Technology","Marketing Associate","10/1/2021","Matt Levitt","Outbound"
"SBM Management","SBM Management-","Q4-2021","","Commercial Velocity - New Business","143.00","10000","143.0000000000","","Disqualified","Employee Referral","","Software/Technology","Principal/ Co-Founder","10/1/2021","Matt Levitt","Outbound"
"neighborhoodist","neighborhoodist-","Q4-2021","","Commercial Velocity - New Business","14.00","10000","14.0000000000","","Disqualified","Referral Partner","","Real Estate","Chief Executive Officer","10/13/2021","Mike Iaco","Channel Partner"
"Twisted Throttle LLC","Twisted Throttle-","Q4-2021","","Commercial Velocity - New Business","35.00","1000","35.0000000000","","Disqualified","Referral Partner","5303000","Automotive","","10/5/2021","Mike Iaco","Channel Partner"
"CyberMaxx","CyberMaxx","Q4-2021","","Commercial Velocity - New Business","35.00","5796","35.0000000000","9/21/2021 7:32 PM","Closed Won","Referral Partner","4226000","Software","","10/26/2021","Mike Iaco","Channel Partner"
"Catalina Crunch","Catalina Crunch-","Q4-2021","","Commercial Velocity - New Business","71.00","4775","71.0000000000","9/20/2021 7:34 PM","Closed Won","Referral Partner","","Food/Beverage","CEO","10/15/2021","Mike Iaco","Channel Partner"
"Bridge Diagnostics","Bridge Diagnostics - Sales Collateral","Q4-2021","","Commercial Velocity - New Business","0.00","1953","0.0000000000","","Closed Won","Website","","Healthcare Services","","10/11/2021","Mike Iaco","Inbound"
"IGS Realty Co","IGS Realty Co-","Q4-2021","","Commercial Velocity - New Business","1.00","1000","1.0000000000","","Disqualified","Clutch","","Real Estate","Chief Operating Officer","10/15/2021","Mike Iaco","Inbound"
"Gallant Capital","Gallant Capital-","Q4-2021","","Commercial Velocity - New Business","7.00","1000","7.0000000000","","AE Nurture","Clutch","1000000","Business Finance","Executive Assistant","10/21/2021","Mike Iaco","Inbound"
"Travis","Travis-","Q4-2021","","Commercial Velocity - New Business","8.00","1000","8.0000000000","","Disqualified","The Manifest","","Travel","Co-Founder & CEO","10/7/2021","Mike Iaco","Inbound"
"Food Fest Depot","Foodfest Depot-","Q4-2021","","Commercial Velocity - New Business","10.00","1000","10.0000000000","","Disqualified","The Manifest","3850000","Food/Beverage","Purchasing Assistant","10/29/2021","Mike Iaco","Inbound"
"Stax Capital","Stax Capital-","Q4-2021","","Commercial Velocity - New Business","23.00","1000","23.0000000000","","SDR Nurture","Website","1111000","Consumer Finance","Founder & CEO of Stax Capital","10/31/2021","Mike Iaco","Inbound"
"Reali","Reali","Q4-2021","","Commercial Velocity - New Business","35.00","7831","35.0000000000","9/28/2021 3:25 PM","Closed Won","Website","8600000","Real Estate","Senior Manager, Content & Copy","10/25/2021","Mike Iaco","Inbound"
"Gogalapagos","Gogalapagos-","Q4-2021","","Commercial Velocity - New Business","40.00","13000","40.0000000000","9/14/2021 8:58 AM","Closed Lost","Website","50000000","Travel","General Manager","10/12/2021","Mike Iaco","Inbound"
"Chesapeake Collection LLC","Chesapeake Collection LLC-","Q4-2021","","Commercial Velocity - New Business","53.00","1000","53.0000000000","","SDR Nurture","Website","1171000","Apparel","Director Of Digital Marketing","10/1/2021","Mike Iaco","Inbound"
"California Bank & Trust","Califonia Bank & Trust-","Q4-2021","","Commercial Velocity - New Business","59.00","1000","59.0000000000","","SDR Nurture","Website","824900000","Banking","Corporate Marketing Communications Officer","10/1/2021","Mike Iaco","Inbound"
"Milton's Craft Bakers","Milton's Craft Bakers","Q4-2021","","Commercial Velocity - New Business","55.00","13657","55.0000000000","","Closed Won","Outbound","2480000","","","10/5/2021","Mike Iaco","Outbound"
"Sylvan Learning","Sylvan Learning","Q4-2021","","Commercial Velocity - New Business","76.00","20000","76.0000000000","","Closed Lost","Employee Referral","2147380000","Higher Education","","10/26/2021","Mike Iaco","Outbound"
"University of St. Augustine for Health Sciences","University of St. Augustine","Q4-2021","","Commercial Velocity - New Business","98.00","21224","98.0000000000","","Closed Won","Employee Referral","90000000","Higher Education","","10/28/2021","Mike Iaco","Outbound"
"Goodles","Goodles-","Q4-2021","","Commercial Velocity - New Business","50.00","24417","50.0000000000","","Closed Won","Referral Partner","","Food/Beverage","","10/22/2021","Pat Kreidler","Channel Partner"
"LivKraft","LivKraft-","Q4-2021","","Commercial Velocity - New Business","72.00","5444","72.0000000000","","Closed Lost","Employee Referral","1000000","Health/Wellness","CEO","10/1/2021","Pat Kreidler","Outbound"
"AriZona Beverage Co.","AriZona Beverages-","Q4-2021","","Commercial Velocity - New Business","93.00","1000","93.0000000000","","AE Nurture","SDR Outbound","71114000","Food/Beverage","PR + Events Account Manager","10/1/2021","Pat Kreidler","Outbound"
"Freeman Spogli & Co.","Project Golden Knight Diligence","Q4-2021","","Private Equity - Diligence","1.00","10000","1.0000000000","","Disqualified","Current Client","1000000000","Unknown","","10/15/2021","Pierre Le Veaux","Channel Partner"
"hayabusa.com","Hayabusa Audit","Q4-2021","","Private Equity - Diligence","1.00","13950","1.0000000000","","Closed Won","Current Client","","","","10/29/2021","Pierre Le Veaux","Channel Partner"
"OYA Femtech Apparel","OYA Femtech Apparel","Q4-2021","","Private Equity - Diligence","5.00","7000","5.0000000000","","Closed Won","Current Client","","Retail","","10/29/2021","Pierre Le Veaux","Channel Partner"
"Mura Software","Mura Software","Q4-2021","","Private Equity - Diligence","267.00","10000","267.0000000000","","Closed Lost","Referral Partner","","","","10/29/2021","Pierre Le Veaux","Channel Partner"
"Broadtree Partners, LLC","Broadtree Partners - Semify Diligence","Q4-2021","","Private Equity - Diligence","0.00","9300","0.0000000000","","Closed Won","Employee Referral","4737000","Finance","","10/8/2021","Pierre Le Veaux","Outbound"
"SmartSweets","SmartSweets Retainer","Q4-2021","","Private Equity - Marketing Deal","49.00","54153","49.0000000000","","Closed Won","Outbound","100000000","","","10/6/2021","Pierre Le Veaux","Outbound"
"Crunch Fitness","Crunch Fitness","Q4-2021","","Private Equity - Marketing Deal","262.00","1000","262.0000000000","","Disqualified","Outbound","","","","10/30/2021","Pierre Le Veaux","Outbound"
"Breadless","Breadless Startup","Q4-2021","","Private Equity - Marketing Deal","411.00","7000","411.0000000000","","Disqualified","Employee Referral","","Food/Beverage","","10/30/2021","Pierre Le Veaux","Outbound"
"A Dozen Cousins","A Dozen Cousins-","Q4-2021","","Brand Strategy - New Business","8.00","21000","8.0000000000","","Closed Won","Covet - Website Lead","1145000","Food/Beverage","Founder & CEO","10/19/2021","Sara Brooks","Inbound"
"Ferry","Ferry-","Q4-2021","","Commercial Velocity - New Business","9.00","1000","9.0000000000","","Disqualified","Referral Partner","","Automotive","Chief Executive Officer","10/6/2021","Zac Kyle","Channel Partner"
"Fluidity Barre","Fluidity Direct LLC-","Q4-2021","","Commercial Velocity - New Business","4.00","10000","4.0000000000","","Disqualified","Website","1511000","Fitness","Founder & CEO","10/29/2021","Zac Kyle","Inbound"
"NOVO Repairs","NOVO Repairs-","Q4-2021","","Commercial Velocity - New Business","7.00","1000","7.0000000000","","Disqualified","Website","","Automotive","President","10/11/2021","Zac Kyle","Inbound"
"SP Nutraceuticals Inc.","SP Nutraceuticals Inc.-","Q4-2021","","Commercial Velocity - New Business","7.00","1000","7.0000000000","","AE Nurture","Website","","Health/Wellness","Brand Manager","10/11/2021","Zac Kyle","Inbound"
"Dixon Diab & Chambers LLP","Dixon Diab & Chambers LLP-","Q4-2021","","Commercial Velocity - New Business","7.00","10000","7.0000000000","","Disqualified","Digital Agency Network","1000000","Legal","","10/26/2021","Zac Kyle","Inbound"
"The Cut","The Cut-","Q4-2021","","Commercial Velocity - New Business","39.00","8834","39.0000000000","9/7/2021 12:26 PM","Closed Lost","Website","1000000","Software/Technology","","10/11/2021","Zac Kyle","Inbound"
"AskTheLawyers","AskTheLawyers-","Q4-2021","","Commercial Velocity - New Business","43.00","1000","43.0000000000","","Disqualified","Clutch","10000000","Law Practice","Co-Owner","10/1/2021","Zac Kyle","Inbound"
"jurisfinancial.com","Juris Financial-","Q4-2021","","Commercial Velocity - New Business","44.00","1000","44.0000000000","","Disqualified","The Manifest","","Consumer Finance","","10/1/2021","Zac Kyle","Inbound"
"San Diego Prestige","San Diego Prestige-","Q4-2021","","Commercial Velocity - New Business","46.00","1000","46.0000000000","","Disqualified","Website","1000000","Automotive","CEO","10/1/2021","Zac Kyle","Inbound"
